speaker,minute,text,event,id
Nicholas Fed,01:11:00,"I’m a Democrat. Thank you, George. Mr. Vice President, every day, my wife and I are in disbelief at the lack of coordinated federal action on COVID-19. We know that your administration would follow the science. My question for you, it’s two parts. First, looking backwards to when this country first became aware of COVID-19, what would following the science have meant in terms of actual policy? And then, looking forward, what would your administration do in terms of following the science with real concrete policies that haven’t been done by the current administration?",Biden Town Hall 2020,XEfTh9H7HY
Joe Biden,01:55:00,"Well, first of all, going back, the fact is that the president was informed how dangerous this virus was. And all the way back in the beginning of February, I argued that we should be keeping people in China. And we had set up, in our administration, a pandemic office within the White House. There were 44 people on the ground.",Biden Town Hall 2020,Vmfgi6spgD
Joe Biden,02:16:00,"I suggested that we should be seeking, and I didn’t hold public office, I was a former Vice President, we in fact asked to have access to the source of the problem. And the best of our knowledge, Trump never pushed that. All those 44 people came home, never got replaced. In addition to that, I pointed out that I thought in February, I did a piece for USA Today saying, “This is a serious problem. Trump denied it. He said it wasn’t.”",Biden Town Hall 2020,u7a0Z6Md2z
Joe Biden,02:42:00,"We later learned that he knew full well how serious it was when he did an interview with George Woodward. I mean, excuse me, Bob Woodward. And at the time, he said he didn’t tell anybody because he was afraid Americans would panic. Americans don’t panic, he panicked. He didn’t say a word to anybody.",Biden Town Hall 2020,aStOEp5glC
Joe Biden,02:58:00,"Then I wrote a piece in March about what I thought we should be doing to take hold of this, using the… There’s an act that passed a long time ago that allows the president to go into a business and say, “Stop making this, and start making that.” And it took a long time for him to even institute that, to get ventilators and so on. And so, the point was he missed enormous opportunities and kept saying things that weren’t true. It’s going to go away by Easter, don’t worry about it. When the summer comes, it’s all going to go away like a miracle. He’s still saying those things.",Biden Town Hall 2020,Tqca9fQYnR
George Stephanopoulus,03:31:00,"Before you go to the future, can I follow up on the, “I’m looking backwards.” just a little bit? You did have an op-ed in January where you warned of the seriousness of the pandemic, but there’s no record of you calling for social distancing, limited social gatherings, mandatory mask-",Biden Town Hall 2020,piYVHrFDGm
Joe Biden,03:47:00,Not back then.,Biden Town Hall 2020,4i1BaIMXnI
George Stephanopoulus,03:47:00,"In January, February.",Biden Town Hall 2020,OF3fozi0tz
Joe Biden,03:49:00,"Not in January, February. No, that’s correct, there wasn’t. That came at the end of March. And then I laid out a detailed plan relative to school openings in June and July. By that time, the science was becoming clearer and clearer of how this was spreading so rapidly. But the president kept denying that. If you notice, from March on, I stopped doing big meetings, I started wearing masks.",Biden Town Hall 2020,SfqE3pBwCm
Joe Biden,04:13:00,"So, it was at a time when the science was saying, and his key people, Dr. Fauci were saying, “You should be taking these precautions.” So, what we should be doing now, there should be a national standard. Instead of leaving this up to, remember what the president said to the governors, “Well, they’re on their own, it’s not my responsibility. The governors can do what they need to do, not my responsibility.” It is a presidential responsibility to lead, and he didn’t do that.",Biden Town Hall 2020,G58lDdBydy
Joe Biden,04:37:00,"He didn’t talk about what needed to be done because he kept worrying, in my view, about the stock market. He worried if he talked about how bad this could be, unless we took these precautionary actions, then in fact, the market would go down. And his barometer of success to the economy is the market.",Biden Town Hall 2020,7mdTB176aS
Joe Biden,04:56:00,"Thirdly, what we didn’t do is, the president had an opportunity to open and allow schools and businesses to stay open if they got the kind of help they needed. So, the Congress passed a couple of trillion dollars worth of help. And what happened was most of that money, a significant portion of that money went to the very wealthiest corporations in the country, didn’t get to the mom and pop stores.",Biden Town Hall 2020,lFWtJep7WI
Joe Biden,05:20:00,"So, you had one in five, one in six minority businesses closing. Many of them permanently. People being laid off. And then what happened was, when the first round of money for unemployment, enhanced unemployment went by, he didn’t do anything. He didn’t do anything. And to the best of my knowledge, and I mean this sincerely, I can’t think of, I’ve been around for a lot of presidents, and you know a lot of presidents in a crisis, I don’t ever remember one never calling the House and Senate Republicans, Democrats together.",Biden Town Hall 2020,FC5WbfsaaT
George Stephanopoulus,05:52:00,"Let’s look forward a little bit. You said that you would lock down the economy, only if the scientists said it was necessary.",Biden Town Hall 2020,UpesfBxlR5
Joe Biden,05:56:00,"By the way, in the context, would I lock down the economy if science said so? I said I’d follow science. But I don’t think there’s a need to lock down.",Biden Town Hall 2020,jkAy9V4m4K
George Stephanopoulus,06:05:00,"Yeah, but I want to press you on that point. You’ve been in the Oval Office for eight years with President Obama, he would always say that only the hard to solve problems-",Biden Town Hall 2020,aODAkR7MgB
Joe Biden,06:15:00,[crosstalk 00:06:15] Get there.,Biden Town Hall 2020,rEJXn7TS14
George Stephanopoulus,06:15:00,"What is most likely to happen is, the scientists will disagree. The scientists will disagree with the economist. So the question is, how are you going to decide this? Who are you going to listen to? And how can you can contain the pandemic without crushing the economy?",Biden Town Hall 2020,jLA61xqqAT
Joe Biden,06:28:00,"Well, you can contain the pandemic by being rational and not crush economy. For example, I laid out a plan, how you can open businesses. You can open businesses and schools, if in fact you provide them the guidance that they need, as well as the money to be able to do it. What’s happening now is, we know, for example, if you can open a business and you could have a sign on the door saying, “Safe to come in.” And that’s why people aren’t going anyway, when they’re open.",Biden Town Hall 2020,5B18Azi5AX
Joe Biden,06:52:00,"And say, because you have social distancing, you have plastic barriers, when you go to the cashier, you have separators between the booths. You don’t have large crowds, you reduce the size, the number of people you can have in the restaurant. You make sure there’s testing, that’s a really critical piece that he didn’t do testing and tracing. And you make sure that people are equipped, going to schools.",Biden Town Hall 2020,K8iUaRof7O
Joe Biden,07:15:00,"You know, we initially said, the government initially said, they’re going to provide masks for every student and every teacher. Then they said, “No, no, no, no.” FEMA said, the president or whomever said, ‘No, no, no. That’s not a national emergency, not a national emergency.”",Biden Town Hall 2020,zdOaeEUwm0
Joe Biden,07:33:00,"We need more teachers in our schools to be able to open smaller pods. We need ventilation systems change. There’s a lot of things we know now, and I laid them out in some detail. Now again, when I say I laid them out, I’m not an office holder. I’m running for office. It’s not like I’m still Vice President, or I wasn’t a United States Senator pushing this.",Biden Town Hall 2020,I8sr4jD10Y
Joe Biden,07:52:00,"So, I don’t want to say, “I, I, I.” But we did lay out exactly what needed to be done. And take a look, we make up 4% of the world’s population. We have 20% of the world’s deaths. We’re in a situation where we have 210 plus thousand people dead. And what’s he doing? Nothing. He’s still not wearing masks, and so on.",Biden Town Hall 2020,WH3sH8JI5v
George Stephanopoulus,08:12:00,We’re getting some other questions on COVID.,Biden Town Hall 2020,k6eXZpm3dy
Joe Biden,08:14:00,Sure.,Biden Town Hall 2020,8OeuEwUi0u
George Stephanopoulus,08:14:00,The next one comes from Kelly Lee. She’s from Philadelphia.,Biden Town Hall 2020,XRcHQl9k8p
Joe Biden,08:16:00,Thank you.,Biden Town Hall 2020,hk6PK18XjX
George Stephanopoulus,08:17:00,Republican. Voted for Donald Trump in 2016.,Biden Town Hall 2020,VW2tRP7Gr3
Kelly Lee,08:21:00,I did.,Biden Town Hall 2020,EhKpskU2WC
George Stephanopoulus,08:21:00,Undecided now.,Biden Town Hall 2020,MLI4ia1bXT
Joe Biden,08:22:00,"Hey, Kelly. How are you?",Biden Town Hall 2020,oGsoaupdNC
Kelly Lee,08:23:00,"Hi, Mr. Biden. My question is about the coronavirus vaccine, or potential.",Biden Town Hall 2020,ibZA2ooAox
Joe Biden,08:29:00,Yes.,Biden Town Hall 2020,8vjzbxMaXU
Kelly Lee,08:29:00,"Senator Harris stated that she absolutely would not take a vaccine from President Trump. And of course, we all know it’s not President Trump that would create this vaccine. It would be doctors and scientists that presumably we all trust. So, my question for you is if a vaccine were approved between now and the end of the year, would you take it? And if you were to become president, would you mandate that everyone has to take it?",Biden Town Hall 2020,NuRSlgNQiA
Joe Biden,08:58:00,"Two things. Number one, President Trump talks about things that just aren’t accurate, about everything from vaccines, we’re going to have one right away, is it going to happen, and so on. The point is that, if the scientists, if the body of scientists say that this is what is ready to be done, and it’s been tested, they’ve gone through the three phases. Yes, I would take it. I’d encourage people to take it.",Biden Town Hall 2020,qDx5tL7sts
Joe Biden,09:23:00,"But President Trump says things like, everything from this crazy stuff he’s walking away from now, inject bleach in your arm, and that’s going to work. I’m not being facetious, he’s actually said these things. And now, Regeneron is the answer. That’s going to cure everything. There’s 500,000 doses, we have more than a few million people, you know? And so, if you noticed, most of the companies who are developing these vaccines are working, they’re making real progress.",Biden Town Hall 2020,5dlS4Alh0b
Joe Biden,09:53:00,"I meet with four leading scientists, at least twice a week. In the beginning, four times a week, giving us the detail on what kind of progress is being made. And right now, they do the right thing. When they run into a serious problem, they halt the test. They don’t continue until they figure out what the problem was. They’re not there yet.",Biden Town Hall 2020,dqur1IfGpQ
