"text","cmp_code","eu_code"
"The Justice Department should not launch federal prosecutions of conduct that is legal at the state level.","605.2",NA
"All past criminal convictions for cannabis use should be automatically expunged.","605.2",NA
"And rather than involving the criminal justice system, Democrats support increased use of drug courts, harm reduction interventions, and treatment diversion programs for those struggling with substance use disorders.","605.2",NA
"Poverty is not a crime, and it should not be treated as one.","605.2",NA
"Democrats support eliminating the use of cash bail","605.2",NA
"and believe no one should be imprisoned merely for failing to pay fines or fees,","605.2",NA
"or have their driver's licenses revoked for unpaid tickets or simple violations.","605.2",NA
"Equal justice under the law should not be contingent on the ability to pay for quality legal representation,","503",NA
"which is why we support increasing funding for public defenders and for the Legal Services Corporation.","504",NA
"Since 1990, the United States has grown by one-third, the number of cases in federal district courts has increased by 38 percent, federal circuit court filings have risen by 40 percent, and federal cases involving a felony defendant are up 60 percent, but we have not expanded the federal judiciary to reflect this reality in nearly 30 years.","605.1",NA
"Democrats will commit to creating new federal district and circuit judgeships consistent with recommendations from the Judicial Conference.","605.1",NA
"Sentencing decisions should be based on the facts of each case, including the severity of the offense and individuals’ circumstances.","605.1",NA
